epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
64,284.722,1.36237,0.84153,1.03744,1,0.7816,0.89075,0.47051,1.62077,0.99658,1.05286,0.0013763,0.0013763,0.0013763
65,289.284,1.45199,0.81214,1.10788,0.95613,0.77862,0.88195,0.43651,1.6083,0.86543,1.06727,0.0013664,0.0013664,0.0013664
66,293.61,1.4068,0.77673,1.0187,0.91146,0.78571,0.88628,0.50439,1.44556,0.80628,1.01066,0.0013565,0.0013565,0.0013565
67,298.197,1.36019,0.84417,1.05874,0.82879,0.75,0.79657,0.44466,1.68653,1.15023,1.08532,0.0013466,0.0013466,0.0013466
68,302.616,1.35947,0.80512,1.01639,0.84084,0.75489,0.88326,0.53501,1.4735,1.09588,1.02746,0.0013367,0.0013367,0.0013367
69,307.276,1.41617,0.82713,1.02405,0.82678,0.71429,0.77815,0.40371,1.6287,1.11624,1.05079,0.0013268,0.0013268,0.0013268
70,311.693,1.31144,0.8339,1.02286,0.0331,0.03571,0.00357,0.00187,4.1833,3.31027,3.85209,0.0013169,0.0013169,0.0013169
71,315.995,1.32762,0.81304,1.03304,0.86558,0.46021,0.45955,0.20886,2.39268,1.50817,1.45422,0.001307,0.001307,0.001307
72,320.408,1.35457,0.79761,1.05349,0.8799,0.75,0.85805,0.44859,1.61109,1.0226,1.00334,0.0012971,0.0012971,0.0012971
73,324.583,1.35809,0.78054,1.00444,0.90641,0.21429,0.28114,0.16234,1.87248,2.56321,1.23291,0.0012872,0.0012872,0.0012872
74,328.991,1.33723,0.78065,1.02579,0.84991,0.82143,0.85292,0.5126,1.42445,0.79945,0.98809,0.0012773,0.0012773,0.0012773
75,333.493,1.26639,0.75384,1.01003,0.91379,0.53571,0.63185,0.36418,1.66657,1.48938,1.1408,0.0012674,0.0012674,0.0012674
76,338.054,1.28241,0.75069,1.00502,0.88765,0.60714,0.68526,0.40531,1.5631,1.01812,1.05037,0.0012575,0.0012575,0.0012575
77,342.506,1.33046,0.6973,0.95742,0.73269,0.88126,0.85168,0.50213,1.42435,0.92484,0.97706,0.0012476,0.0012476,0.0012476
78,346.859,1.31508,0.76455,1.02078,0.82518,0.84316,0.9034,0.49206,1.61768,0.88899,1.05267,0.0012377,0.0012377,0.0012377
79,351.305,1.34275,0.73515,0.98954,0.91757,0.82143,0.90372,0.46446,1.50114,0.9053,1.0073,0.0012278,0.0012278,0.0012278
80,355.801,1.28689,0.72894,1.00084,0.66294,0.17857,0.15215,0.05535,2.44528,6.82692,1.80459,0.0012179,0.0012179,0.0012179
81,360.305,1.28143,0.73432,1.00007,0.87801,0.60714,0.7155,0.38187,1.61318,1.57067,1.0255,0.001208,0.001208,0.001208
82,364.827,1.24825,0.73522,1.03394,0.99851,0.78571,0.88518,0.44002,1.55752,0.9209,1.00213,0.0011981,0.0011981,0.0011981
83,369.319,1.35505,0.73266,0.99429,0.90722,0.85714,0.89291,0.49886,1.55743,0.82206,1.01441,0.0011882,0.0011882,0.0011882
84,373.938,1.29764,0.7318,0.97131,0.69381,0.53571,0.484,0.28155,1.67742,1.34511,1.1263,0.0011783,0.0011783,0.0011783
85,378.456,1.28948,0.74664,1.00805,0.89816,0.78571,0.81328,0.43829,1.67196,0.93658,1.0985,0.0011684,0.0011684,0.0011684
86,382.726,1.28289,0.77167,1.00472,0,0,0,0,6.09165,12.2805,7.59298,0.0011585,0.0011585,0.0011585
87,386.989,1.28962,0.77983,1.08223,0.78237,0.32143,0.32711,0.19239,1.89776,2.03258,1.2752,0.0011486,0.0011486,0.0011486
88,391.335,1.24015,0.73898,1.0015,0.89422,0.67857,0.76745,0.45213,1.55737,1.00237,1.04617,0.0011387,0.0011387,0.0011387
89,395.708,1.27484,0.7083,0.98373,1,0.70933,0.8022,0.43272,1.76047,0.81169,1.11747,0.0011288,0.0011288,0.0011288
90,400.108,1.30075,0.7257,0.99486,0.94876,0.71429,0.79753,0.47459,1.61601,1.08022,1.05746,0.0011189,0.0011189,0.0011189
91,404.596,1.28956,0.70697,0.97361,0.88701,0.82143,0.87738,0.51137,1.46416,0.89672,0.99273,0.001109,0.001109,0.001109
92,408.985,1.33356,0.78689,1.05051,0.82057,0.92857,0.90269,0.4904,1.49354,0.89133,1.02192,0.0010991,0.0010991,0.0010991
93,413.357,1.27513,0.73136,1.02453,0.7787,0.78571,0.81874,0.44845,1.45973,0.95732,1.03012,0.0010892,0.0010892,0.0010892
94,417.733,1.24964,0.70986,0.95165,0.87188,0.85714,0.90149,0.50988,1.44115,0.76066,0.97908,0.0010793,0.0010793,0.0010793
95,421.994,1.18819,0.69843,0.98771,0.98701,0.78571,0.89125,0.58895,1.35233,0.88012,0.96821,0.0010694,0.0010694,0.0010694
96,426.549,1.14598,0.68221,0.97107,0.81655,0.79509,0.85011,0.51446,1.40537,0.86122,0.9819,0.0010595,0.0010595,0.0010595
97,430.955,1.11369,0.65349,0.97407,0.88073,0.79133,0.87911,0.51055,1.39484,0.79737,0.9885,0.0010496,0.0010496,0.0010496
98,435.546,1.14252,0.65196,0.97552,0.98109,0.78571,0.89212,0.51798,1.52773,0.76828,1.0139,0.0010397,0.0010397,0.0010397
99,440.007,1.11876,0.67568,0.97049,0.86563,0.67857,0.78434,0.42531,1.73579,1.16252,1.0565,0.0010298,0.0010298,0.0010298
100,444.415,1.18589,0.70702,0.98183,1,0.84768,0.92015,0.52009,1.42582,0.72727,0.97337,0.0010199,0.0010199,0.0010199
101,448.903,1.18759,0.70025,1.00129,0.78208,0.82143,0.86882,0.48655,1.4713,0.84018,1.0296,0.00101,0.00101,0.00101
102,453.438,1.20454,0.68402,1.00018,0.81211,0.82143,0.84276,0.45429,1.58413,0.92838,1.02593,0.0010001,0.0010001,0.0010001
103,457.88,1.13851,0.6692,0.9841,0.83958,0.64286,0.73666,0.39102,1.69098,1.06752,1.12302,0.0009902,0.0009902,0.0009902
104,462.433,1.14199,0.67765,0.97365,0.94298,0.64286,0.75026,0.3555,1.9467,1.15208,1.3479,0.0009803,0.0009803,0.0009803
105,466.934,1.19183,0.65461,0.95193,0.88051,0.85714,0.89548,0.4902,1.4066,0.766,0.97412,0.0009704,0.0009704,0.0009704
106,471.405,1.0829,0.65586,0.97007,0.83273,0.78571,0.8286,0.49204,1.47589,0.83447,1.02538,0.0009605,0.0009605,0.0009605
107,475.905,1.13348,0.66434,0.93725,0.95772,0.8093,0.84408,0.51961,1.40576,0.85244,1.00785,0.0009506,0.0009506,0.0009506
108,480.467,1.19141,0.68951,0.97684,0.95997,0.85646,0.92253,0.5286,1.38305,0.7323,0.98641,0.0009407,0.0009407,0.0009407
109,484.969,1.16857,0.64819,0.99642,0.96335,0.75,0.89774,0.49759,1.50885,0.82625,1.0068,0.0009308,0.0009308,0.0009308
110,489.444,1.07961,0.62541,0.97912,0.95542,0.76579,0.89703,0.47855,1.63465,1.00762,1.02482,0.0009209,0.0009209,0.0009209
111,494.002,1.10529,0.63989,0.94804,0.8943,0.89286,0.90237,0.51352,1.3826,0.73569,0.9488,0.000911,0.000911,0.000911
112,498.509,1.08707,0.63371,0.97022,0.82207,0.82518,0.88237,0.53564,1.47103,0.98779,0.98832,0.0009011,0.0009011,0.0009011
113,503.033,1.11675,0.65645,0.99387,0.8668,0.75,0.81392,0.49442,1.48315,1.04224,1.0053,0.0008912,0.0008912,0.0008912
114,507.65,1.0441,0.60917,0.91591,0.81604,0.75,0.76058,0.44831,1.4336,0.96059,1.00074,0.0008813,0.0008813,0.0008813
115,512.209,1.01011,0.59825,0.95088,1,0.81173,0.91389,0.55782,1.33566,0.83489,0.96622,0.0008714,0.0008714,0.0008714
116,516.825,1.05601,0.6068,0.90142,0.96204,0.71429,0.87038,0.51024,1.45648,0.92603,0.95668,0.0008615,0.0008615,0.0008615
117,521.314,1.15825,0.64748,0.97162,0.99763,0.78571,0.89005,0.49883,1.58573,0.93734,1.00404,0.0008516,0.0008516,0.0008516
118,525.814,1.10777,0.65401,0.96248,0.86664,0.75,0.85763,0.49374,1.53435,0.89699,1.03282,0.0008417,0.0008417,0.0008417
119,530.2,1.08137,0.61919,0.92073,0.96667,0.71429,0.82356,0.49762,1.46697,0.96791,1.02205,0.0008318,0.0008318,0.0008318
120,534.655,1.0196,0.55921,0.92456,1,0.7488,0.82142,0.4975,1.50866,0.90144,1.01487,0.0008219,0.0008219,0.0008219
121,539.116,1.02448,0.63679,0.94237,0.85874,0.67857,0.69008,0.36314,1.65633,3.68863,1.14847,0.000812,0.000812,0.000812
122,543.573,1.08728,0.61838,0.94537,0.94984,0.67857,0.71588,0.38732,1.56034,1.54031,1.04426,0.0008021,0.0008021,0.0008021
123,548.034,1.00799,0.60964,0.95336,0.84534,0.78097,0.78188,0.46277,1.57003,0.9243,1.01166,0.0007922,0.0007922,0.0007922
124,552.619,1.05442,0.6011,0.97497,1,0.77346,0.82744,0.51773,1.26938,0.8,0.96555,0.0007823,0.0007823,0.0007823
125,557.114,1.08174,0.64143,0.96377,0.99027,0.75,0.86727,0.51337,1.37047,0.94226,0.94768,0.0007724,0.0007724,0.0007724
126,561.783,1.00178,0.58064,0.9047,0.91568,0.82143,0.90268,0.53529,1.25478,0.79352,0.94685,0.0007625,0.0007625,0.0007625
127,566.281,0.97644,0.59755,0.88874,0.82236,0.82684,0.85583,0.47902,1.46087,0.84672,1.02615,0.0007526,0.0007526,0.0007526
128,570.752,0.94561,0.57438,0.91565,0.91928,0.81373,0.84578,0.5361,1.494,0.83946,1.03552,0.0007427,0.0007427,0.0007427
129,575.187,0.94791,0.59062,0.91268,0.87405,0.85714,0.87637,0.54001,1.42496,0.86443,0.96473,0.0007328,0.0007328,0.0007328
130,579.56,0.98881,0.55888,0.88167,0.95751,0.80521,0.89764,0.5678,1.33753,0.87445,0.94404,0.0007229,0.0007229,0.0007229
131,583.894,1.03634,0.59774,0.92446,0.82713,0.85452,0.90176,0.53056,1.36654,0.82721,0.98603,0.000713,0.000713,0.000713
132,588.259,0.98137,0.5613,0.90853,0.92237,0.84894,0.91539,0.55407,1.38878,0.78805,0.99306,0.0007031,0.0007031,0.0007031
133,592.586,0.9717,0.5485,0.91463,0.94907,0.82143,0.91809,0.54401,1.35056,0.78897,0.96492,0.0006932,0.0006932,0.0006932
