epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
43,1331.34,1.69256,1.16611,1.56415,0.72086,0.72633,0.79472,0.38176,1.2286,1.11832,1.22788,0.0015842,0.0015842,0.0015842
44,1362.63,1.70604,1.19896,1.59334,0.84326,0.67708,0.79126,0.36538,1.33289,1.38797,1.29367,0.0015743,0.0015743,0.0015743
45,1393.74,1.67104,1.19284,1.56653,0.73872,0.73631,0.75125,0.3446,1.25774,0.9168,1.25821,0.0015644,0.0015644,0.0015644
46,1425.16,1.67431,1.14971,1.54814,0.68346,0.67708,0.72643,0.34219,1.3046,1.25935,1.26032,0.0015545,0.0015545,0.0015545
47,1456.36,1.66356,1.14986,1.56978,0.82774,0.70079,0.78547,0.37267,1.37613,1.45098,1.33309,0.0015446,0.0015446,0.0015446
48,1487.31,1.65289,1.14224,1.52453,0.74981,0.73958,0.78853,0.38806,1.24347,1.15444,1.24121,0.0015347,0.0015347,0.0015347
49,1518.19,1.64302,1.16946,1.53397,0.71708,0.79206,0.80494,0.41287,1.21821,0.81774,1.21256,0.0015248,0.0015248,0.0015248
50,1548.95,1.64211,1.16539,1.55582,0.78419,0.72917,0.79157,0.40603,1.24046,1.26115,1.23314,0.0015149,0.0015149,0.0015149
51,1579.63,1.6265,1.09751,1.51562,0.76508,0.78028,0.79593,0.42208,1.21003,1.16126,1.20024,0.001505,0.001505,0.001505
52,1610.29,1.60387,1.06692,1.513,0.78631,0.73958,0.79942,0.40856,1.21545,0.96568,1.21051,0.0014951,0.0014951,0.0014951
53,1640.84,1.6211,1.10061,1.53188,0.80646,0.73958,0.78727,0.40476,1.24698,0.90332,1.23093,0.0014852,0.0014852,0.0014852
54,1671.57,1.61759,1.09045,1.53813,0.7462,0.80208,0.84528,0.41644,1.19058,1.02482,1.22073,0.0014753,0.0014753,0.0014753
55,1702.05,1.61091,1.07321,1.50785,0.86236,0.7832,0.81831,0.39283,1.29812,1.77648,1.27338,0.0014654,0.0014654,0.0014654
56,1732.73,1.61907,1.09596,1.51471,0.86532,0.77083,0.82732,0.41323,1.22964,1.33254,1.22042,0.0014555,0.0014555,0.0014555
57,1763.2,1.64326,1.09059,1.51847,0.78462,0.72917,0.78453,0.42888,1.12056,0.77437,1.14551,0.0014456,0.0014456,0.0014456
58,1794.29,1.58897,1.10322,1.5022,0.85445,0.77083,0.81297,0.4293,1.15806,1.21252,1.16456,0.0014357,0.0014357,0.0014357
59,1825.34,1.58928,1.07176,1.50652,0.81468,0.7785,0.83636,0.44107,1.19617,0.76828,1.19194,0.0014258,0.0014258,0.0014258
60,1856.68,1.54983,1.01332,1.47246,0.81565,0.78351,0.84657,0.42788,1.21031,0.80039,1.21002,0.0014159,0.0014159,0.0014159
61,1887.17,1.55645,1.03193,1.47238,0.83022,0.77083,0.85375,0.41575,1.25025,0.96125,1.21805,0.001406,0.001406,0.001406
62,1917.67,1.57167,1.01488,1.47639,0.79172,0.79192,0.81934,0.44532,1.14269,0.86482,1.1651,0.0013961,0.0013961,0.0013961
63,1949.16,1.5561,0.99714,1.47933,0.79506,0.80826,0.83416,0.4099,1.24686,0.82311,1.25005,0.0013862,0.0013862,0.0013862
64,1979.92,1.57351,1.04001,1.50253,0.85358,0.78948,0.82121,0.39963,1.18629,1.543,1.20826,0.0013763,0.0013763,0.0013763
65,2010.93,1.53934,1.00691,1.49051,0.71773,0.7946,0.80175,0.40477,1.19937,1.24823,1.21719,0.0013664,0.0013664,0.0013664
66,2041.58,1.52318,0.98248,1.46747,0.78404,0.84375,0.82987,0.40129,1.27844,0.77416,1.26688,0.0013565,0.0013565,0.0013565
67,2072.06,1.58536,1.01358,1.50327,0.85692,0.74868,0.83502,0.39696,1.33285,0.87505,1.27586,0.0013466,0.0013466,0.0013466
68,2102.34,1.53693,0.99485,1.46266,0.79697,0.81779,0.85488,0.45027,1.20754,0.83342,1.20639,0.0013367,0.0013367,0.0013367
69,2133.11,1.51905,0.97401,1.4648,0.81393,0.82021,0.8602,0.44857,1.21653,0.80762,1.21931,0.0013268,0.0013268,0.0013268
70,2163.24,1.53687,0.99358,1.48876,0.78984,0.76042,0.8165,0.42837,1.1634,0.8993,1.17963,0.0013169,0.0013169,0.0013169
71,2193.3,1.50637,0.95448,1.44809,0.77816,0.8404,0.83521,0.40627,1.22401,0.69545,1.23677,0.001307,0.001307,0.001307
72,2223.38,1.4941,0.94566,1.43185,0.84057,0.76042,0.83559,0.45012,1.15879,0.79722,1.16682,0.0012971,0.0012971,0.0012971
73,2253.62,1.4962,0.95491,1.44393,0.84671,0.78125,0.81814,0.39899,1.25423,1.11052,1.26996,0.0012872,0.0012872,0.0012872
74,2283.74,1.50715,0.96943,1.45763,0.84715,0.82292,0.85224,0.4428,1.16563,1.09422,1.21349,0.0012773,0.0012773,0.0012773
75,2314.28,1.50001,0.93267,1.42395,0.7657,0.81702,0.83744,0.44674,1.22911,0.91567,1.24436,0.0012674,0.0012674,0.0012674
76,2344.42,1.48858,0.93587,1.42679,0.90919,0.73003,0.84224,0.42701,1.22283,0.77684,1.24639,0.0012575,0.0012575,0.0012575
77,2374.68,1.47729,0.92761,1.43055,0.77864,0.80613,0.82528,0.42064,1.18975,0.75441,1.22128,0.0012476,0.0012476,0.0012476
78,2405.54,1.47254,0.9576,1.43271,0.88984,0.83333,0.87527,0.44095,1.16425,0.82601,1.17611,0.0012377,0.0012377,0.0012377
79,2436.52,1.47705,0.91934,1.44037,0.84528,0.82292,0.85573,0.45128,1.1668,0.99316,1.1775,0.0012278,0.0012278,0.0012278
80,2467.73,1.46567,0.93734,1.40831,0.79145,0.79064,0.85184,0.43546,1.16265,1.30128,1.19532,0.0012179,0.0012179,0.0012179
81,2498.68,1.47602,0.89233,1.42926,0.8403,0.77083,0.85371,0.44665,1.15325,0.74197,1.22174,0.001208,0.001208,0.001208
82,2529.47,1.45002,0.89522,1.43374,0.86105,0.8125,0.86313,0.44438,1.18757,0.97588,1.22189,0.0011981,0.0011981,0.0011981
83,2560.4,1.48229,0.92649,1.43299,0.76144,0.8125,0.81188,0.41606,1.19189,0.71862,1.22523,0.0011882,0.0011882,0.0011882
84,2590.84,1.44855,0.90659,1.41028,0.82311,0.79167,0.85898,0.45914,1.14239,1.30522,1.19514,0.0011783,0.0011783,0.0011783
85,2621.37,1.42876,0.88187,1.39624,0.84253,0.76042,0.81444,0.4107,1.34255,0.96335,1.30149,0.0011684,0.0011684,0.0011684
