split,mode,threshold,acc,bal_acc,auc,recall,specificity,tn,fp,fn,tp
val,balanced,0.2689346969127655,0.9375,0.9372549019607843,0.9215686274509803,0.9333333333333333,0.9411764705882353,16,1,1,14
val,defect_sensitive,0.2689346969127655,0.9375,0.9372549019607843,0.9215686274509803,0.9333333333333333,0.9411764705882353,16,1,1,14
test,balanced,0.2689346969127655,0.9333333333333333,0.9375,1.0,1.0,0.875,7,1,0,7
test,defect_sensitive,0.2689346969127655,0.9333333333333333,0.9375,1.0,1.0,0.875,7,1,0,7
